"time","timeup","value","responseTo","response","done","player","stage.stage","stage.step","stage.round","timestamp","session"
2399,"false","NA","277176842786600","REJECT","true","296636606270078",5,2,1,1578048542519,"room000038"
630,"false","NA","NA","NA","true","277176842786600",5,2,1,1578048543150,"room000038"
