"time","timeup","value","responseTo","response","done","player","stage.stage","stage.step","stage.round","timestamp","session"
3580,"false",54,"452013767143260","ACCEPT","true","364089286126980",5,2,1,1578051939301,"room000039"
3586,"false","NA","NA","NA","true","452013767143260",5,2,1,1578051939303,"room000039"
