"time","timeup","value","responseTo","response","done","player","stage.stage","stage.step","stage.round","timestamp","session"
14708,"false","NA","173032346594407","ACCEPT","true","199193177989503",4,2,1,1578007215867,"room000009"
1602,"false","NA","NA","NA","true","173032346594407",4,2,1,1578007217469,"room000009"
