"time","timeup","value","responseTo","response","done","player","stage.stage","stage.step","stage.round","timestamp","session"
4968,"false",0,"357394836711702","REJECT","true","24088114665145",4,2,1,1578040650415,"room000031"
4972,"false","NA","NA","NA","true","357394836711702",4,2,1,1578040650416,"room000031"
