"time","timeup","value","responseTo","response","done","player","stage.stage","stage.step","stage.round","timestamp","session"
4779,"false","NA","24088114665145","ACCEPT","true","357394836711702",4,2,2,1578040655205,"room000031"
2378,"false","NA","NA","NA","true","24088114665145",4,2,2,1578040657584,"room000031"
