"time","timeup","value","responseTo","response","done","player","stage.stage","stage.step","stage.round","timestamp","session"
5856,"false","NA","284020199437070","REJECT","true","770453361644047",5,2,1,1578006270376,"room000007"
2729,"false","NA","NA","NA","true","284020199437070",5,2,1,1578006273106,"room000007"
