"time","timeup","value","responseTo","response","done","player","stage.stage","stage.step","stage.round","timestamp","session"
8329,"false","NA","269243237204644","REJECT","true","765280608887650",6,2,2,1578005658430,"room000003"
89,"false","NA","NA","NA","true","269243237204644",6,2,2,1578005658518,"room000003"
