"time","timeup","value","responseTo","response","done","player","stage.stage","stage.step","stage.round","timestamp","session"
6911,"false","NA","242502208938522","ACCEPT","true","401645949554954",4,2,1,1578041169263,"room000035"
1549,"false","NA","NA","NA","true","242502208938522",4,2,1,1578041170813,"room000035"
