"time","timeup","offer","done","player","stage.stage","stage.step","stage.round","timestamp","session"
2001,"false",57,"true","524640149033053",4,1,1,1578009417174,"room000011"
1746,"false","NA","true","118541734126224",4,1,1,1578009417178,"room000011"
