"time","timeup","value","responseTo","response","done","player","stage.stage","stage.step","stage.round","timestamp","session"
33998,"true","NA","951668140438762","ACCEPT","true","311496916424469",4,2,2,1578013602995,"room000025"
990,"false","NA","NA","NA","true","951668140438762",4,2,2,1578013604987,"room000025"
